MissingRate,Repeat,Seed,Mean,Median,ClinDiff-Lite,ClinDiff-Gated,Mean Liver Avg,ClinDiff-Lite Liver Avg,ClinDiff-Gated Liver Avg,Grouped Usage Rate,Masked Observed Cells,Masked Headline Cells,Masked Liver Cells
20%,39,2264,197.37084409728638,211.21000581907757,191.26207494653636,191.2682668152173,188.3653934847462,173.3525374206497,173.355699600017,0.7004686834256497,2467,2026,1162
20%,40,2265,198.3241556482682,212.83828105819606,194.8054659595025,195.52397245046654,184.34388448682344,173.697716410695,174.34259516038296,0.6842778014486579,2479,2038,1187
20%,41,2266,178.06959679338232,194.6339925039906,175.8298881837257,170.080309280879,175.35819739037785,165.29590075670495,160.99818685294454,0.7025990626331488,2462,2024,1151
20%,42,2267,226.91339804931647,243.66778501018442,223.28711524115386,224.06876931495884,229.87968607852304,219.17493898322155,219.72149981593205,0.6970600766936514,2412,1978,1120
20%,43,2268,222.79919745969065,239.1113180412886,222.67044399768093,222.83198549545918,211.53289449149864,204.64150794547905,203.92525914988025,0.7051555176821475,2430,2001,1123
20%,44,2269,149.04908144036403,161.95566108590745,146.5622951332379,141.0577305222962,160.74894413479876,151.86024155769397,146.6572848856758,0.7098423519386451,2414,1994,1132
20%,45,2270,176.12296927376642,190.65845279896078,173.89750358175277,167.37937771515004,179.2675005387498,169.22247280323293,163.71963849447158,0.7089902002556455,2456,1971,1126
20%,46,2271,215.44659184941116,232.06333080011328,214.67853488616603,215.38086592699614,208.77505070955294,199.40261232710284,199.57985310510446,0.6957818491691521,2493,2056,1192
20%,47,2272,169.07852924793607,187.35264353219105,166.2823043342941,164.2510382716242,176.76131229281518,166.30427750807667,164.80417016896686,0.7051555176821475,2396,1987,1147
20%,48,2273,151.00910605896416,168.71593099907702,145.2805515457288,146.7671177605991,156.48166228352258,142.8488227533734,144.02773533165862,0.7149552620366425,2340,1927,1079
20%,49,2274,186.459924732028,204.43094191109364,184.72588829374308,177.24369913192777,200.75124809655964,193.9694682526957,187.4394263104091,0.7008947592671495,2489,2055,1174
20%,50,2275,188.80410043921992,205.19123086612723,186.57264052468494,183.33003084515025,184.1441802101699,171.80147931024374,169.12667734572054,0.7072858968896464,2369,1942,1117
20%,51,2276,168.97874920939435,186.75175905311076,167.14896442856084,167.63992151685522,176.25046058912667,167.10963088256275,167.55232365588364,0.6996165317426501,2435,2004,1165
20%,52,2277,208.09441245497516,224.3720126009518,208.86433785007867,209.7472236457534,202.86510423447882,193.63243318281204,193.6602118222562,0.7017469109501491,2454,2031,1138
20%,53,2278,225.98604391249845,240.4904776512951,220.3466057969156,220.40594329141373,213.06672755761983,203.33692690727366,203.46779718382484,0.7038772901576481,2399,1983,1141
20%,54,2279,149.03041871352272,159.9043555741019,143.77897980906525,144.9661601170308,163.80643283867462,154.855444757729,155.74536851402695,0.6966340008521517,2514,2078,1200
20%,55,2280,175.0354580923898,191.54323782710833,175.18839042498146,175.38117987189815,172.14382635668588,164.01445562384473,164.12928537313311,0.7064337452066468,2417,2009,1154
20%,56,2281,176.34657264772179,193.59445989322637,176.72611539272958,176.53762258237776,175.97567792613242,169.28006828591805,169.11757545582535,0.6902428632296549,2498,2037,1183
20%,57,2282,204.709289844446,221.75160647570428,200.60077496315552,200.75562984410715,199.97615856310912,187.68971299797477,187.31341584338827,0.7102684277801449,2407,1969,1106
20%,58,2283,165.36674915216219,182.54934043246118,164.7727047666915,165.20755004161558,172.12853805658744,162.8230364174894,162.76408741588781,0.6932253941201534,2500,2033,1157
20%,59,2284,164.10878524761546,180.35184610448056,161.00926496678045,161.63318302341906,176.9331201513181,170.01811519517588,170.46784100343064,0.6970600766936514,2419,1961,1130
20%,60,2285,207.31928876712902,221.34891058093297,205.23542099174998,206.2795901267477,198.7758769746881,190.69485068133102,191.082227534407,0.7064337452066468,2496,2050,1133
20%,61,2286,125.32324136339939,132.08838923413416,123.07726505088802,113.22320770091721,139.51915907181123,132.55396741273128,124.4345690624695,0.6974861525351512,2439,2008,1141
20%,62,2287,182.03733428695935,195.36697368588557,179.852110746894,172.64565150876743,182.52220229970325,171.37422386470487,164.7713005091943,0.7030251384746485,2482,2033,1164
20%,63,2288,164.83119901943542,182.5627859055693,163.61496868994882,164.45586938803953,170.3139991837584,162.91280051018688,163.56409401218212,0.7008947592671495,2478,2044,1169
20%,64,2289,176.09069091608652,192.29412930091308,167.83855533079898,169.79120525041938,186.98404576911707,173.9095174657451,175.32577445230893,0.6915210907541542,2456,2041,1161
20%,65,2290,190.0236131719859,207.82623172313959,183.22065933358598,184.03808199594778,186.48097605286605,173.96898555397965,174.5539559882368,0.6970600766936514,2463,2049,1141
20%,66,2291,175.55864279135128,191.80002062616398,177.977692638832,178.36631700145375,176.0773568948355,169.7074589067602,169.80656719887529,0.7149552620366425,2475,2021,1146
20%,67,2292,192.00760680034094,208.57949368362853,183.67692465718292,182.97227788300847,195.10565011386268,180.34413048153172,179.347590382695,0.702172986791649,2466,2023,1144
20%,68,2293,174.38430115016433,190.61501324903227,172.5260242010292,168.19400521774685,172.42782186746396,161.55086808542572,158.2355576325974,0.7025990626331488,2440,1965,1094
20%,69,2294,187.35023338770918,202.994064561839,185.7818066792532,180.20256245739506,189.63325477622243,182.2965227763907,177.3722266936287,0.7136770345121431,2396,1952,1076
20%,70,2295,202.66591687282894,221.58232379021823,200.24101599027713,196.5693000711947,207.65540128915632,198.03166519701594,194.5733434407338,0.7025990626331488,2396,1948,1095
20%,71,2296,183.46884694223974,197.58658757546712,182.0121545588555,177.18644915852676,173.75984825146259,165.18994526865893,161.22765216014886,0.7038772901576481,2406,1984,1138
20%,72,2297,217.10988487540706,234.59637623398984,218.25632902745068,219.34734126645742,215.98076943060678,208.2401266827823,209.15441312560824,0.7000426075841499,2424,2005,1139
20%,73,2298,217.45733808781813,233.03449830949754,215.54527187537778,213.1077870652479,212.95419094501895,201.53602108323912,199.45899975463632,0.7085641244141457,2393,1971,1120
20%,74,2299,196.72978643463424,211.962016940736,195.16028821793387,195.67777965618222,192.08290937043498,183.6273829263712,183.9147353001649,0.6953557733276523,2474,2009,1162
20%,75,2300,169.5642470119115,180.58260004277332,158.67802407459644,158.8358882206396,171.36479352900986,152.3661269540996,151.99321949356644,0.7072858968896464,2506,2065,1149
20%,76,2301,172.24802316447682,189.26988016348508,167.8070549139441,167.71255240331877,166.99265376850096,155.373725617755,155.13799717149092,0.7089902002556455,2468,2000,1154
20%,77,2302,181.26891550198764,195.0830976299631,172.13903714103287,172.398019637768,179.83466904753277,163.82054775710108,164.01924480374447,0.7132509586706434,2403,1974,1099
20%,78,2303,155.32886053561688,170.65832237819455,153.87581663702443,154.76804620007078,163.38644710244648,155.68294821761353,156.24156634501455,0.6996165317426501,2481,2026,1160
20%,79,2304,176.33214466994554,193.27208873315348,174.84038847788622,174.78970089620347,172.5676103811302,161.6790653752548,161.47619591465983,0.6970600766936514,2471,2033,1206
20%,80,2305,178.23166055303082,195.09603875371562,176.42860446355365,176.5003767267358,179.9908231013138,171.45196453672227,171.4569951930462,0.7030251384746485,2371,1955,1122
20%,81,2306,202.1387188348517,216.7105461727948,195.78858161843607,196.5575084650726,198.14391963014748,184.78722149760998,184.85312291368132,0.6966340008521517,2503,2039,1207
20%,82,2307,178.3316608012744,191.4349144633948,168.7059040260559,169.24720473659647,184.3753287082683,171.20948282769393,171.3559826135961,0.6996165317426501,2406,1976,1113
20%,83,2308,162.97535632068437,177.85142731120337,161.1515557087791,156.05046768997497,160.81805635829787,152.10278949903721,148.29981207545526,0.6970600766936514,2471,2034,1182
20%,84,2309,171.01899170462946,186.51468660256867,168.99012938766722,170.08009142644448,173.4262662860476,162.27642258021356,162.60220543918015,0.6974861525351512,2478,2051,1190
20%,85,2310,160.60650533621677,175.02142697931393,158.1880244474605,148.92017005367032,168.1302002770885,158.61556576749112,151.01245077978857,0.7000426075841499,2397,1973,1142
20%,86,2311,193.31777571737547,212.5614609023265,186.84982571230603,188.34336713242215,190.13533144872693,175.5837319599369,176.2241733845348,0.7025990626331488,2447,2008,1148
20%,87,2312,178.59463992588576,198.50320889795915,170.87963835523414,172.04958944610283,184.30642761359442,169.42630486413273,170.1534050445645,0.694077545803153,2471,2031,1177
20%,88,2313,171.57289233497153,188.1524961937436,165.03119831229338,166.14491292989612,170.49310631175618,157.49823310288681,158.19734850323053,0.6949296974861525,2467,2022,1142
20%,89,2314,166.49787002487733,182.69254441918835,160.25460875946635,161.36245758378843,172.19171598440164,158.9929542642987,159.57933298432008,0.6936514699616532,2532,2089,1175
20%,90,2315,189.03496142580255,207.42660719559132,187.72010965649693,185.7143192016577,182.0633549445823,174.60655211721664,173.42059098972746,0.7004686834256497,2487,2053,1177
20%,91,2316,200.95638842930578,217.53136519901457,195.2492997427664,195.82538744881296,195.83443069485725,180.0825497475968,179.90155927846604,0.7128248828291436,2391,1945,1106
20%,92,2317,191.8035787047989,209.65574448257922,192.37610793919603,193.46827236789832,183.54351880095058,175.04204431162285,175.72058719111803,0.6983383042181508,2414,1998,1176
20%,93,2318,201.12939595381653,214.42992134644848,199.76842850074115,196.71248073928646,191.25851092970456,183.0040794661401,180.82580950208055,0.702172986791649,2449,2006,1129
20%,94,2319,219.51215982054944,233.18022931844973,210.73134001623853,210.97628604849473,210.20610517833927,195.38188758547588,194.95324550130712,0.6936514699616532,2503,2082,1181
20%,95,2320,146.82354118129453,158.170204305378,144.86756258197954,145.35524214440315,149.64023948275525,140.35808338095387,140.8316115596599,0.7047294418406477,2453,1993,1163
20%,96,2321,151.15367118070088,163.1849025994777,146.96116737251566,147.397709244482,158.2464886684916,148.95908570715267,149.16925074211102,0.7004686834256497,2416,1945,1094
20%,97,2322,180.53467784152696,195.46340765405586,177.72932469585746,178.27273222606064,192.1043314155014,181.65487181595168,181.8403470289594,0.7064337452066468,2422,1982,1091
20%,98,2323,185.57478442672854,202.6191908970038,183.75836251485885,184.14011782469754,182.48078201850637,173.94637706777021,173.8823064543436,0.6953557733276523,2455,2012,1159
20%,99,2324,162.3763750906732,177.70181251325968,159.7420047876741,160.30569677791578,161.0030857073714,150.78270495036543,151.3085805382075,0.6983383042181508,2409,1949,1162
20%,100,2325,164.66923736020416,177.2521000057112,160.90438031217283,161.05330990078312,165.83796411356002,153.0949879747086,153.09078102590567,0.7064337452066468,2430,1997,1129
40%,1,2426,189.36967885493678,206.26868830637903,188.0891413594483,186.8735795598778,185.4270410137528,179.3967904697383,178.26888651569575,0.47209203238176395,4961,4100,2321
40%,2,2427,195.48362809255775,210.16568604972989,199.82630929449033,200.15318242314697,190.5215318918149,187.80068469982655,187.93540543254878,0.4733702599062633,4913,4071,2325
40%,3,2428,167.72456490640602,184.40487930564495,166.39634663175246,164.12639048897458,169.75253442025664,163.9017569683124,162.07832972787435,0.48615253515125695,4845,4007,2313
40%,4,2429,182.6374583652139,194.4841100011584,181.43404505069674,178.7915990651677,188.19176032729118,182.78184168124702,180.68781887129364,0.49169152109075415,4772,3925,2247
40%,5,2430,196.14949150749732,209.97914483239867,201.83608628986693,202.45292546347272,198.64651763368843,198.96394879995674,199.23930846550857,0.4976565828717512,4851,3960,2268
40%,6,2431,205.2515197433914,220.52629401540892,195.41179749722846,197.0308458992282,199.88897531681718,186.67522005301524,187.69769820926004,0.5138474648487431,4786,3916,2206
40%,7,2432,176.47982562983978,190.08874242817117,174.76954807011543,173.0846155655536,185.8369646335725,179.67942529435572,178.0513185938889,0.49552620366425226,4787,3901,2233
40%,8,2433,195.86061363446458,210.1517635861454,192.83757804411806,193.01281711045124,189.70595826315648,182.48472729518255,182.40742027057436,0.48913506604175544,4866,3993,2272
40%,9,2434,186.9750626578828,203.2902905484231,180.46433821685775,180.99054777247844,186.3492970244405,175.74106602256214,175.95459523907667,0.4631444397102684,4867,4072,2355
40%,10,2435,189.74341741945884,205.96101915175407,188.30929933161656,185.9157856963383,186.7158179744415,179.9123195144507,178.0922080406735,0.4729441840647635,4959,4108,2350
40%,11,2436,190.62889140747075,207.9569818916989,189.16807920250474,187.48325981668953,192.5783934036714,186.53058526793504,184.91831424430893,0.4993608862377503,4834,3999,2231
40%,12,2437,168.48136616618947,184.05767586204516,166.99926329192115,165.54269397823936,177.17676491441878,171.49576955067792,170.14874585624662,0.48572645930975716,4888,4056,2306
40%,13,2438,170.61776129406712,185.64125533421597,169.1844530178813,167.2538640109308,178.71008505962436,173.24016493070937,171.60551942966347,0.4976565828717512,4844,3964,2266
40%,14,2439,195.96776090899704,214.19677118310108,193.94643068704556,203.8664322170671,191.55822908268215,185.7691736289643,193.49568732969541,0.4712398806987644,4895,4045,2363
40%,15,2440,180.7026813876733,196.38368953661077,182.55440467057196,183.83532775874642,179.6466559275707,175.45619624993643,176.3707531642441,0.4874307626757563,4876,4022,2284
40%,16,2441,185.71253497623255,204.78677467043516,184.3965694547163,185.95378833208028,182.71328375587527,176.51856468046546,177.49150014794807,0.4878568385172561,4820,3979,2298
40%,17,2442,159.68372563017095,171.96303494096531,158.09340005865712,156.25198159201463,165.0444118613461,159.03594901496888,157.2043505735921,0.4929697486152535,4885,4031,2289
40%,18,2443,171.03652236586774,188.33545791166517,169.6128354500302,168.48324388223526,169.0714041403153,161.81300450355528,160.6699537120014,0.4874307626757563,4862,4002,2311
